,cohort_year,division,division_name,students_in_cohort,graduation_rate,dropout_rate,income_per_capita,prev_year_teacher_salary,curr_year_teacher_salary,teacher_salary_diff
83,2012,89,Stafford County,2346,92.11%,4.31%,49277.0,52591.0,53241.0,1.24
84,2012,90,Surry County,68,83.82%,10.29%,35790.0,47439.0,47645.0,0.43
85,2012,91,Sussex County,102,84.31%,5.88%,27498.0,49077.0,49262.0,0.38
86,2012,92,Tazewell County,505,77.82%,9.90%,34194.0,44508.0,43660.0,-1.91
87,2012,93,Warren County,444,91.89%,4.73%,40417.0,47500.0,45960.0,-3.24
88,2012,94,Washington County,544,91.36%,2.76%,40350.0,44515.0,44484.0,-0.07
89,2012,95,Westmoreland County,147,89.12%,6.12%,36525.0,42170.0,42212.0,0.1
90,2012,96,Wise County,514,86.38%,6.61%,30850.0,49268.0,47742.0,-3.1
91,2012,97,Wythe County,356,86.80%,8.43%,30424.0,44331.0,43160.0,-2.64
92,2012,98,York County,1092,94.32%,3.02%,51107.0,49341.0,48831.0,-1.03
93,2012,101,Alexandria City,781,82.07%,11.78%,,67239.0,70183.0,4.38
94,2012,102,Bristol City,191,81.15%,12.04%,40350.0,44864.0,42672.0,-4.89
95,2012,103,Buena Vista City,82,93.90%,4.88%,,39185.0,40793.0,4.1
96,2012,104,Charlottesville City,307,85.02%,6.19%,57910.0,54226.0,52660.0,-2.89
97,2012,106,Colonial Heights City,218,89.45%,5.05%,,51529.0,51880.0,0.68
98,2012,107,Covington City,69,84.06%,7.25%,35104.0,48038.0,50039.0,4.17
99,2012,108,Danville City,474,73.84%,9.28%,31226.0,46970.0,46586.0,-0.82
100,2012,109,Falls Church City,174,97.13%,1.15%,,63020.0,62956.0,-0.1
101,2012,110,Fredericksburg City,243,82.72%,8.64%,,46944.0,46035.0,-1.94
102,2012,111,Galax City,98,87.76%,7.14%,29978.0,43821.0,43379.0,-1.01
103,2012,112,Hampton City,1832,84.33%,5.19%,,44616.0,44205.0,-0.92
104,2012,113,Harrisonburg City,325,85.54%,5.54%,33190.0,46253.0,45474.0,-1.68
105,2012,114,Hopewell City,312,85.58%,7.69%,34205.0,45725.0,45360.0,-0.8
106,2012,115,Lynchburg City,723,85.20%,6.09%,34435.0,48050.0,46213.0,-3.82
107,2012,116,Martinsville City,192,86.46%,10.42%,32951.0,42803.0,43504.0,1.64
108,2012,117,Newport News City,2261,82.97%,6.24%,,45842.0,47009.0,2.55
109,2012,118,Norfolk City,2203,76.94%,10.62%,,48058.0,48711.0,1.36
110,2012,119,Norton City,82,97.56%,1.22%,30850.0,44528.0,44113.0,-0.93
111,2012,120,Petersburg City,386,77.46%,14.77%,,40316.0,45307.0,12.38
112,2012,121,Portsmouth City,1084,80.81%,11.72%,,44450.0,36268.0,-18.41
113,2012,122,Radford City,104,92.31%,3.85%,30430.0,49489.0,48813.0,-1.37
114,2012,123,Richmond City,1559,73.64%,18.15%,,49395.0,48345.0,-2.13
115,2012,124,Roanoke City,974,76.59%,14.17%,,38723.0,44425.0,14.73
116,2012,126,Staunton City,224,85.71%,7.14%,,44157.0,44839.0,1.55
117,2012,127,Suffolk City,1056,84.09%,9.94%,,50130.0,49280.0,-1.7
118,2012,128,Virginia Beach City,5642,86.87%,5.62%,,52710.0,52732.0,0.04
119,2012,130,Waynesboro City,242,79.75%,9.50%,,43188.0,43048.0,-0.32
120,2012,131,Williamsburg-James City County,897,88.85%,4.79%,,53754.0,51923.0,-3.41
121,2012,132,Winchester City,292,86.64%,10.27%,42390.0,47541.0,50170.0,5.53
122,2012,135,Franklin City,113,78.76%,15.93%,,44111.0,44459.0,0.79
123,2012,136,Chesapeake City,3290,91.19%,4.35%,,52514.0,54548.0,3.87
124,2012,139,Salem City,315,93.65%,2.86%,46011.0,53218.0,53186.0,-0.06
125,2012,142,Poquoson City,204,94.12%,.98%,51107.0,47166.0,46396.0,-1.63
126,2012,143,Manassas City,522,80.46%,8.24%,,62886.0,61950.0,-1.49
127,2012,144,Manassas Park City,188,85.11%,8.51%,,56322.0,56230.0,-0.16
128,2012,202,Colonial Beach,52,86.54%,7.69%,,43090.0,41592.0,-3.48
129,2012,207,West Point,61,98.36%,1.64%,,42581.0,41721.0,-2.02
0,2010,1,Accomack County,427,76.35%,16.16%,33626.0,39576.0,40009.0,1.09
1,2010,2,Albemarle County,1021,91.97%,5.09%,50751.0,51223.0,53175.0,3.81
2,2010,3,Alleghany County,215,89.30%,7.44%,31811.0,45580.0,46658.0,2.37
3,2010,4,Amelia County,114,85.96%,8.77%,33554.0,44349.0,46811.0,5.55
4,2010,5,Amherst County,379,86.81%,4.49%,29905.0,42816.0,45544.0,6.37
5,2010,6,Appomattox County,172,83.72%,9.30%,30756.0,41028.0,42754.0,4.21
6,2010,7,Arlington County,1355,85.24%,11.44%,79590.0,67742.0,69073.0,1.96
7,2010,8,Augusta County,890,87.30%,8.88%,,44062.0,45724.0,3.77
8,2010,9,Bath County,82,84.15%,3.66%,38708.0,42037.0,43200.0,2.77
9,2010,10,Bedford County,888,93.13%,3.94%,36266.0,40827.0,43455.0,6.44
10,2010,11,Bland County,80,93.75%,1.25%,27976.0,39761.0,42156.0,6.02
11,2010,12,Botetourt County,369,91.60%,4.07%,39330.0,47904.0,49051.0,2.39
12,2010,13,Brunswick County,174,86.21%,5.17%,26644.0,38596.0,40277.0,4.36
13,2010,14,Buchanan County,266,87.59%,7.89%,30013.0,39521.0,41690.0,5.49
14,2010,15,Buckingham County,204,83.82%,9.80%,23988.0,42097.0,43664.0,3.72
15,2010,16,Campbell County,706,79.18%,7.65%,32074.0,42204.0,43618.0,3.35
16,2010,17,Caroline County,315,81.90%,11.11%,33707.0,43301.0,45674.0,5.48
17,2010,18,Carroll County,336,87.80%,8.93%,28486.0,36938.0,40582.0,9.87
18,2010,19,Charles City County,64,85.94%,9.38%,33088.0,38511.0,40180.0,4.33
19,2010,20,Charlotte County,189,90.48%,2.65%,,42040.0,42554.0,1.22
20,2010,21,Chesterfield County,4854,87.99%,8.38%,42314.0,48180.0,50071.0,3.93
21,2010,22,Clarke County,207,96.14%,.48%,50344.0,45402.0,47601.0,4.84
22,2010,23,Craig County,51,86.27%,9.80%,29671.0,42430.0,42593.0,0.38
23,2010,24,Culpeper County,584,86.64%,5.65%,36725.0,48348.0,48188.0,-0.33
24,2010,25,Cumberland County,120,86.67%,5.00%,27971.0,39108.0,40115.0,2.57
25,2010,26,Dickenson County,208,87.02%,8.17%,28561.0,39957.0,42595.0,6.6
26,2010,27,Dinwiddie County,407,77.40%,9.58%,,45181.0,47570.0,5.29
27,2010,28,Essex County,158,81.65%,9.49%,33170.0,42812.0,44680.0,4.36
28,2010,29,Fairfax County,13282,91.23%,5.87%,,62458.0,64559.0,3.36
29,2010,30,Fauquier County,910,90.33%,3.85%,55390.0,55179.0,56674.0,2.71
30,2010,31,Floyd County,138,91.30%,6.52%,29786.0,41896.0,43176.0,3.06
31,2010,32,Fluvanna County,309,90.29%,5.18%,34438.0,50991.0,53126.0,4.19
32,2010,33,Franklin County,646,87.93%,5.11%,,43837.0,46035.0,5.01
33,2010,34,Frederick County,1089,83.56%,7.16%,38729.0,47085.0,48689.0,3.41
34,2010,35,Giles County,233,83.69%,11.59%,31309.0,40903.0,41017.0,0.28
35,2010,36,Gloucester County,520,78.85%,9.42%,39715.0,45857.0,47467.0,3.51
36,2010,37,Goochland County,226,85.84%,4.87%,68542.0,45358.0,45406.0,0.11
37,2010,38,Grayson County,158,87.97%,9.49%,27200.0,37108.0,38179.0,2.88
38,2010,39,Greene County,195,88.72%,5.64%,33814.0,36056.0,44483.0,23.37
39,2010,40,Greensville County,216,76.85%,14.81%,25290.0,43318.0,45470.0,4.97
40,2010,41,Halifax County,475,83.16%,5.89%,29162.0,40518.0,39185.0,-3.29
41,2010,42,Hanover County,1530,94.77%,2.22%,44391.0,45002.0,47479.0,5.5
42,2010,43,Henrico County,3886,86.39%,6.66%,46904.0,48776.0,49829.0,2.16
43,2010,44,Henry County,589,83.53%,6.62%,30503.0,40181.0,41654.0,3.67
44,2010,45,Highland County,22,90.91%,.00%,33052.0,40337.0,44512.0,10.35
45,2010,46,Isle of Wight County,429,85.78%,9.32%,45282.0,49741.0,52513.0,5.57
46,2010,48,King George County,302,89.74%,6.29%,44592.0,46172.0,48854.0,5.81
47,2010,49,King and Queen County,53,81.13%,13.21%,33397.0,42565.0,41612.0,-2.24
48,2010,50,King William County,161,93.17%,3.73%,36345.0,45314.0,46110.0,1.76
49,2010,51,Lancaster County,142,93.66%,2.82%,43688.0,44186.0,42624.0,-3.53
50,2010,52,Lee County,285,72.63%,22.81%,26070.0,40867.0,43466.0,6.36
51,2010,53,Loudoun County,3787,94.45%,2.90%,63324.0,57518.0,58720.0,2.09
52,2010,54,Louisa County,364,92.31%,5.77%,34788.0,48304.0,49656.0,2.8
53,2010,55,Lunenburg County,136,69.85%,20.59%,25814.0,40124.0,41332.0,3.01
54,2010,56,Madison County,175,91.43%,4.57%,33822.0,44253.0,44538.0,0.64
55,2010,57,Mathews County,108,93.52%,1.85%,43882.0,39263.0,39697.0,1.11
56,2010,58,Mecklenburg County,357,85.15%,12.32%,29035.0,40632.0,42068.0,3.53
57,2010,59,Middlesex County,111,83.78%,9.01%,38517.0,39666.0,41677.0,5.07
58,2010,60,Montgomery County,785,84.71%,7.64%,27921.0,43672.0,45738.0,4.73
59,2010,62,Nelson County,168,77.38%,6.55%,36967.0,44422.0,45345.0,2.08
60,2010,63,New Kent County,241,88.38%,4.56%,54762.0,43297.0,46989.0,8.53
61,2010,65,Northampton County,144,77.08%,6.94%,35131.0,38407.0,40689.0,5.94
62,2010,66,Northumberland County,120,79.17%,16.67%,36523.0,47263.0,47323.0,0.13
63,2010,67,Nottoway County,176,81.82%,11.36%,29138.0,42025.0,47136.0,12.16
64,2010,68,Orange County,423,83.92%,6.38%,37742.0,41800.0,42628.0,1.98
65,2010,69,Page County,277,85.56%,3.97%,30557.0,43956.0,44941.0,2.24
66,2010,70,Patrick County,195,94.36%,2.05%,26561.0,40120.0,41296.0,2.93
67,2010,71,Pittsylvania County,743,83.98%,10.63%,29038.0,40924.0,42338.0,3.46
68,2010,72,Powhatan County,361,85.60%,5.26%,39407.0,45637.0,47162.0,3.34
69,2010,73,Prince Edward County,235,74.89%,18.30%,24356.0,43507.0,44451.0,2.17
70,2010,74,Prince George County,541,81.15%,10.72%,32321.0,46996.0,50471.0,7.39
71,2010,75,Prince William County,5636,88.15%,6.97%,,59656.0,63873.0,7.07
72,2010,77,Pulaski County,387,85.53%,4.91%,30615.0,42876.0,43794.0,2.14
73,2010,78,Rappahannock County,84,91.67%,7.14%,48883.0,45312.0,46656.0,2.97
74,2010,79,Richmond County,111,71.17%,16.22%,26659.0,45242.0,47385.0,4.74
75,2010,80,Roanoke County,1287,91.38%,5.13%,41908.0,47698.0,49221.0,3.19
76,2010,81,Rockbridge County,257,78.60%,9.73%,,40621.0,42510.0,4.65
77,2010,82,Rockingham County,934,89.51%,5.14%,30644.0,44484.0,45124.0,1.44
78,2010,83,Russell County,351,84.05%,7.41%,29175.0,37006.0,40315.0,8.94
79,2010,84,Scott County,297,92.26%,4.38%,27106.0,43542.0,44641.0,2.52
80,2010,85,Shenandoah County,538,89.78%,5.76%,33409.0,44835.0,46181.0,3.0
81,2010,86,Smyth County,436,88.30%,3.44%,28557.0,42986.0,42845.0,-0.33
82,2010,87,Southampton County,240,77.92%,12.08%,30211.0,43078.0,44126.0,2.43
83,2010,88,Spotsylvania County,2048,88.28%,4.79%,41549.0,52291.0,53222.0,1.78
84,2010,89,Stafford County,2277,90.56%,4.52%,46648.0,52251.0,50820.0,-2.74
85,2010,90,Surry County,74,89.19%,9.46%,33395.0,44646.0,45377.0,1.64
86,2010,91,Sussex County,115,68.70%,20.00%,26598.0,45520.0,47789.0,4.99
87,2010,92,Tazewell County,567,74.60%,12.87%,31502.0,45520.0,45059.0,-1.01
88,2010,93,Warren County,502,92.03%,4.78%,36908.0,43822.0,46127.0,5.26
89,2010,94,Washington County,630,86.35%,5.87%,34686.0,42599.0,44822.0,5.22
90,2010,95,Westmoreland County,155,76.77%,16.77%,33707.0,43386.0,41974.0,-3.25
91,2010,96,Wise County,597,85.43%,8.71%,30517.0,44130.0,48974.0,10.98
92,2010,97,Wythe County,354,81.36%,5.65%,28922.0,42717.0,44307.0,3.72
93,2010,98,York County,1093,91.86%,4.48%,48388.0,48136.0,49800.0,3.46
94,2010,101,Alexandria City,748,78.74%,13.10%,,68315.0,66413.0,-2.78
95,2010,102,Bristol City,180,80.56%,8.89%,34686.0,43607.0,45040.0,3.29
96,2010,103,Buena Vista City,99,87.88%,5.05%,,42461.0,41409.0,-2.48
97,2010,104,Charlottesville City,327,79.82%,7.34%,50751.0,52985.0,54095.0,2.09
98,2010,106,Colonial Heights City,211,89.57%,5.21%,,50158.0,51937.0,3.55
99,2010,107,Covington City,70,82.86%,8.57%,31811.0,44710.0,42728.0,-4.43
100,2010,108,Danville City,521,78.89%,11.52%,29038.0,44196.0,46633.0,5.51
101,2010,109,Falls Church City,166,96.99%,1.20%,,62875.0,63309.0,0.69
102,2010,110,Fredericksburg City,200,81.00%,13.00%,,46786.0,48148.0,2.91
103,2010,111,Galax City,81,87.65%,7.41%,28486.0,42162.0,43609.0,3.43
104,2010,112,Hampton City,1806,79.40%,9.14%,,38320.0,44340.0,15.71
105,2010,113,Harrisonburg City,380,81.84%,10.79%,30644.0,45659.0,46793.0,2.49
106,2010,114,Hopewell City,343,71.72%,18.95%,32321.0,44687.0,46399.0,3.83
107,2010,115,Lynchburg City,712,75.98%,14.33%,32074.0,44858.0,46475.0,3.6
108,2010,116,Martinsville City,187,89.84%,4.28%,30503.0,44312.0,42418.0,-4.27
109,2010,117,Newport News City,2408,76.79%,11.30%,,45510.0,48938.0,7.53
110,2010,118,Norfolk City,2245,74.16%,15.19%,,46161.0,48903.0,5.94
111,2010,119,Norton City,65,83.08%,12.31%,30517.0,44663.0,43931.0,-1.64
112,2010,120,Petersburg City,392,74.23%,19.39%,,40797.0,39409.0,-3.4
113,2010,121,Portsmouth City,1226,67.86%,20.07%,,36924.0,42270.0,14.48
114,2010,122,Radford City,110,90.00%,4.55%,27921.0,46423.0,49157.0,5.89
115,2010,123,Richmond City,1566,72.73%,11.81%,,48668.0,49403.0,1.51
116,2010,124,Roanoke City,1009,67.69%,19.03%,,47244.0,43563.0,-7.79
117,2010,126,Staunton City,239,81.17%,8.79%,,42661.0,43965.0,3.06
118,2010,127,Suffolk City,1100,80.55%,11.82%,,48129.0,49964.0,3.81
119,2010,128,Virginia Beach City,5810,85.49%,6.82%,,52407.0,53343.0,1.79
120,2010,130,Waynesboro City,204,83.33%,5.39%,,45476.0,46222.0,1.64
121,2010,131,Williamsburg-James City County,850,83.65%,7.88%,,52545.0,53722.0,2.24
122,2010,132,Winchester City,276,85.87%,10.87%,38729.0,48498.0,50404.0,3.93
123,2010,135,Franklin City,124,76.61%,16.94%,,44938.0,45787.0,1.89
124,2010,136,Chesapeake City,3349,88.44%,6.39%,,52885.0,54385.0,2.84
125,2010,139,Salem City,338,89.35%,4.73%,41908.0,52085.0,53912.0,3.51
126,2010,142,Poquoson City,222,91.44%,2.70%,48388.0,46574.0,48225.0,3.55
127,2010,143,Manassas City,507,76.33%,13.21%,,60455.0,63666.0,5.31
128,2010,144,Manassas Park City,152,88.82%,6.58%,,60417.0,56429.0,-6.6
129,2010,202,Colonial Beach,49,69.39%,8.16%,,41032.0,42432.0,3.41
130,2010,207,West Point,72,94.44%,1.39%,,41731.0,39841.0,-4.53
0,2011,1,Accomack County,387,79.84%,11.11%,34053.0,40009.0,39299.0,-1.77
1,2011,2,Albemarle County,1031,93.02%,3.59%,53184.0,53175.0,51960.0,-2.28
2,2011,3,Alleghany County,213,92.96%,5.63%,32813.0,46658.0,46646.0,-0.03
3,2011,4,Amelia County,128,87.50%,7.03%,34324.0,46811.0,46410.0,-0.86
4,2011,5,Amherst County,390,88.46%,3.85%,30979.0,45544.0,44280.0,-2.77
5,2011,6,Appomattox County,191,82.72%,9.95%,31809.0,42754.0,39870.0,-6.75
6,2011,7,Arlington County,1480,85.95%,11.28%,82755.0,69073.0,69737.0,0.96
7,2011,8,Augusta County,884,87.67%,8.60%,,45724.0,45001.0,-1.58
8,2011,9,Bath County,55,94.55%,5.45%,44350.0,43200.0,42076.0,-2.6
9,2011,10,Bedford County,893,90.48%,3.58%,37643.0,43455.0,40874.0,-5.94
10,2011,11,Bland County,83,87.95%,3.61%,30123.0,42156.0,42763.0,1.44
11,2011,12,Botetourt County,396,91.41%,4.80%,41464.0,49051.0,49001.0,-0.1
12,2011,13,Brunswick County,194,78.35%,14.95%,27438.0,40277.0,40105.0,-0.43
13,2011,14,Buchanan County,268,89.18%,7.09%,32132.0,41690.0,43017.0,3.18
14,2011,15,Buckingham County,204,84.31%,12.75%,24725.0,43664.0,43448.0,-0.49
15,2011,16,Campbell County,713,84.99%,6.73%,33353.0,43618.0,43376.0,-0.55
16,2011,17,Caroline County,301,82.39%,9.97%,34840.0,45674.0,44624.0,-2.3
17,2011,18,Carroll County,291,86.60%,8.59%,29459.0,40582.0,40933.0,0.86
18,2011,19,Charles City County,74,93.24%,2.70%,35223.0,40180.0,41117.0,2.33
19,2011,20,Charlotte County,192,85.94%,2.08%,,42554.0,41261.0,-3.04
20,2011,21,Chesterfield County,4958,86.77%,7.85%,43795.0,50071.0,49352.0,-1.44
21,2011,22,Clarke County,182,99.45%,.55%,52181.0,47601.0,48114.0,1.08
22,2011,23,Craig County,63,87.30%,3.17%,30848.0,42593.0,43168.0,1.35
23,2011,24,Culpeper County,586,87.37%,5.63%,38748.0,48188.0,48122.0,-0.14
24,2011,25,Cumberland County,114,90.35%,5.26%,29038.0,40115.0,41417.0,3.24
25,2011,26,Dickenson County,228,85.09%,8.77%,28899.0,42595.0,40725.0,-4.39
26,2011,27,Dinwiddie County,465,77.85%,8.60%,,47570.0,46591.0,-2.06
27,2011,28,Essex County,150,87.33%,8.67%,34640.0,44680.0,45581.0,2.01
28,2011,29,Fairfax County,13382,91.00%,6.31%,,64559.0,63853.0,-1.09
29,2011,30,Fauquier County,880,90.80%,3.75%,58192.0,56674.0,57068.0,0.69
30,2011,31,Floyd County,156,89.10%,5.77%,31158.0,43176.0,42851.0,-0.75
31,2011,32,Fluvanna County,299,93.31%,2.68%,35797.0,53126.0,53144.0,0.03
32,2011,33,Franklin County,562,85.05%,6.94%,,46035.0,44732.0,-2.83
33,2011,34,Frederick County,1106,84.81%,7.32%,40603.0,48689.0,47830.0,-1.76
34,2011,35,Giles County,181,80.11%,14.92%,32619.0,41017.0,41064.0,0.11
35,2011,36,Gloucester County,543,86.74%,7.18%,41275.0,47467.0,46758.0,-1.49
36,2011,37,Goochland County,189,89.42%,3.70%,76837.0,45406.0,46690.0,2.83
37,2011,38,Grayson County,175,80.00%,12.57%,28048.0,38179.0,36396.0,-4.67
38,2011,39,Greene County,201,88.06%,9.45%,35133.0,44483.0,44178.0,-0.68
39,2011,40,Greensville County,201,83.58%,12.94%,26784.0,45470.0,45537.0,0.15
40,2011,41,Halifax County,486,88.48%,4.73%,29464.0,39185.0,39185.0,-0.0
41,2011,42,Hanover County,1537,94.34%,2.28%,46910.0,47479.0,47030.0,-0.94
42,2011,43,Henrico County,4038,85.41%,9.58%,50154.0,49829.0,50046.0,0.44
43,2011,44,Henry County,583,88.34%,4.29%,31585.0,41654.0,40748.0,-2.17
44,2011,45,Highland County,25,100.00%,.00%,37111.0,44512.0,43976.0,-1.2
45,2011,46,Isle of Wight County,459,88.45%,6.75%,47043.0,52513.0,51404.0,-2.11
46,2011,48,King George County,356,90.45%,3.09%,45301.0,48854.0,48051.0,-1.64
47,2011,49,King and Queen County,58,79.31%,15.52%,34836.0,41612.0,43977.0,5.68
48,2011,50,King William County,158,87.34%,4.43%,37467.0,46110.0,45889.0,-0.48
49,2011,51,Lancaster County,103,92.23%,2.91%,45783.0,42624.0,42566.0,-0.14
50,2011,52,Lee County,241,90.46%,7.88%,27160.0,43466.0,44334.0,2.0
51,2011,53,Loudoun County,4044,95.35%,2.45%,66364.0,58720.0,59738.0,1.73
52,2011,54,Louisa County,414,91.55%,6.52%,35151.0,49656.0,48009.0,-3.32
53,2011,55,Lunenburg County,134,70.15%,18.66%,27088.0,41332.0,40879.0,-1.1
54,2011,56,Madison County,142,85.21%,11.27%,37246.0,44538.0,43269.0,-2.85
55,2011,57,Mathews County,120,91.67%,2.50%,46160.0,39697.0,38385.0,-3.31
56,2011,58,Mecklenburg County,407,91.65%,5.16%,30114.0,42068.0,42469.0,0.95
57,2011,59,Middlesex County,126,88.89%,7.94%,40551.0,41677.0,42609.0,2.24
58,2011,60,Montgomery County,728,87.09%,7.01%,29216.0,45738.0,46414.0,1.48
59,2011,62,Nelson County,143,85.31%,4.90%,39283.0,45345.0,47646.0,5.07
60,2011,63,New Kent County,240,85.83%,9.17%,57954.0,46989.0,44630.0,-5.02
61,2011,65,Northampton County,140,70.00%,14.29%,37200.0,40689.0,40391.0,-0.73
62,2011,66,Northumberland County,106,74.53%,16.04%,39411.0,47323.0,47824.0,1.06
63,2011,67,Nottoway County,153,83.66%,11.11%,29673.0,47136.0,45489.0,-3.49
64,2011,68,Orange County,377,90.19%,1.59%,39323.0,42628.0,43186.0,1.31
65,2011,69,Page County,311,92.60%,2.25%,31817.0,44941.0,42678.0,-5.04
66,2011,70,Patrick County,194,95.36%,.52%,27685.0,41296.0,41178.0,-0.29
67,2011,71,Pittsylvania County,740,86.89%,11.08%,30321.0,42338.0,42549.0,0.5
68,2011,72,Powhatan County,365,87.12%,3.56%,41117.0,47162.0,47228.0,0.14
69,2011,73,Prince Edward County,211,77.25%,13.74%,26045.0,44451.0,43587.0,-1.94
70,2011,74,Prince George County,453,82.12%,9.93%,33147.0,50471.0,49968.0,-1.0
71,2011,75,Prince William County,5657,88.10%,7.25%,,63873.0,62064.0,-2.83
72,2011,77,Pulaski County,407,88.21%,5.16%,32441.0,43794.0,41567.0,-5.09
73,2011,78,Rappahannock County,83,92.77%,3.61%,52389.0,46656.0,47454.0,1.71
74,2011,79,Richmond County,97,76.29%,10.31%,28102.0,47385.0,47484.0,0.21
75,2011,80,Roanoke County,1238,91.84%,4.04%,43102.0,49221.0,48656.0,-1.15
76,2011,81,Rockbridge County,291,80.76%,8.59%,,42510.0,45084.0,6.06
77,2011,82,Rockingham County,895,90.95%,4.36%,32005.0,45124.0,45363.0,0.53
78,2011,83,Russell County,325,86.15%,6.46%,30237.0,40315.0,39030.0,-3.19
79,2011,84,Scott County,303,93.73%,3.96%,28888.0,44641.0,44267.0,-0.84
80,2011,85,Shenandoah County,498,89.76%,3.61%,34955.0,46181.0,44790.0,-3.01
81,2011,86,Smyth County,427,83.61%,7.26%,29993.0,42845.0,43483.0,1.49
82,2011,87,Southampton County,231,86.15%,7.79%,32661.0,44126.0,44069.0,-0.13
83,2011,88,Spotsylvania County,1986,84.54%,4.83%,43108.0,53222.0,51964.0,-2.36
84,2011,89,Stafford County,2343,91.63%,2.90%,48283.0,50820.0,52591.0,3.49
85,2011,90,Surry County,95,89.47%,5.26%,34914.0,45377.0,47439.0,4.54
86,2011,91,Sussex County,127,85.04%,9.45%,27005.0,47789.0,49077.0,2.69
87,2011,92,Tazewell County,545,77.06%,12.48%,33235.0,45059.0,44508.0,-1.22
88,2011,93,Warren County,439,92.03%,5.01%,39080.0,46127.0,47500.0,2.98
89,2011,94,Washington County,611,88.71%,3.76%,37538.0,44822.0,44515.0,-0.69
90,2011,95,Westmoreland County,148,79.05%,16.89%,35423.0,41974.0,42170.0,0.47
91,2011,96,Wise County,528,87.31%,4.55%,31540.0,48974.0,49268.0,0.6
92,2011,97,Wythe County,327,80.43%,10.09%,29712.0,44307.0,44331.0,0.06
93,2011,98,York County,1010,94.06%,3.27%,49800.0,49800.0,49341.0,-0.92
94,2011,101,Alexandria City,818,79.22%,15.04%,,66413.0,67239.0,1.24
95,2011,102,Bristol City,166,80.12%,9.64%,37538.0,45040.0,44864.0,-0.39
96,2011,103,Buena Vista City,93,89.25%,7.53%,,41409.0,39185.0,-5.37
97,2011,104,Charlottesville City,316,83.86%,5.06%,53184.0,54095.0,54226.0,0.24
98,2011,106,Colonial Heights City,254,85.04%,3.54%,,51937.0,51529.0,-0.79
99,2011,107,Covington City,71,73.24%,15.49%,32813.0,42728.0,48038.0,12.43
100,2011,108,Danville City,540,75.93%,8.33%,30321.0,46633.0,46970.0,0.72
101,2011,109,Falls Church City,146,96.58%,1.37%,,63309.0,63020.0,-0.46
102,2011,110,Fredericksburg City,245,85.71%,7.35%,,48148.0,46944.0,-2.5
103,2011,111,Galax City,122,83.61%,9.02%,29459.0,43609.0,43821.0,0.49
104,2011,112,Hampton City,1764,84.69%,4.88%,,44340.0,44616.0,0.62
105,2011,113,Harrisonburg City,343,83.09%,11.08%,32005.0,46793.0,46253.0,-1.15
106,2011,114,Hopewell City,320,77.81%,13.44%,33147.0,46399.0,45725.0,-1.45
107,2011,115,Lynchburg City,680,79.85%,8.97%,33353.0,46475.0,48050.0,3.39
108,2011,116,Martinsville City,199,85.93%,8.04%,31585.0,42418.0,42803.0,0.91
109,2011,117,Newport News City,2273,80.73%,7.04%,,48938.0,45842.0,-6.33
110,2011,118,Norfolk City,2330,73.65%,15.11%,,48903.0,48058.0,-1.73
111,2011,119,Norton City,62,85.48%,8.06%,31540.0,43931.0,44528.0,1.36
112,2011,120,Petersburg City,361,68.42%,21.88%,,39409.0,40316.0,2.3
113,2011,121,Portsmouth City,1110,77.39%,13.51%,,42270.0,44450.0,5.16
114,2011,122,Radford City,119,94.12%,.84%,29216.0,49157.0,49489.0,0.68
115,2011,123,Richmond City,1742,70.78%,14.06%,,49403.0,49395.0,-0.02
116,2011,124,Roanoke City,1027,75.66%,12.17%,,43563.0,38723.0,-11.11
117,2011,126,Staunton City,222,81.08%,12.61%,,43965.0,44157.0,0.44
118,2011,127,Suffolk City,1114,81.15%,10.86%,,49964.0,50130.0,0.33
119,2011,128,Virginia Beach City,5643,86.76%,6.18%,,53343.0,52710.0,-1.19
120,2011,130,Waynesboro City,241,79.67%,7.05%,,46222.0,43188.0,-6.56
121,2011,131,Williamsburg-James City County,883,87.20%,3.28%,,53722.0,53754.0,0.06
122,2011,132,Winchester City,275,88.36%,8.73%,40603.0,50404.0,47541.0,-5.68
123,2011,135,Franklin City,103,84.47%,9.71%,,45787.0,44111.0,-3.66
124,2011,136,Chesapeake City,3417,90.37%,5.50%,,54385.0,52514.0,-3.44
125,2011,139,Salem City,325,88.00%,3.69%,43102.0,53912.0,53218.0,-1.29
126,2011,142,Poquoson City,233,93.13%,1.72%,49800.0,48225.0,47166.0,-2.2
127,2011,143,Manassas City,532,77.07%,13.16%,,63666.0,62886.0,-1.22
128,2011,144,Manassas Park City,210,84.76%,8.10%,,56429.0,56322.0,-0.19
129,2011,202,Colonial Beach,41,87.80%,2.44%,,42432.0,43090.0,1.55
130,2011,207,West Point,58,94.83%,.00%,,39841.0,42581.0,6.88
